user._id,user.username,chest.type,opened_with,open_at
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1755968901
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1755970203
646d39a1c741ef51e4078554,deekep,daily,time,1755975883
680fbc307e4fa212a0092782,JimmyBrown,daily,time,1755984062
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1755987529
65a1710e3e8abf0ee9065ae2,tommaooo,daily,time,1755990390
680fbc307e4fa212a0092782,JimmyBrown,big,time,1756199136
68905f1c825193b5220f0502,Davehilson,daily,time,1756024092
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1756114018
65a96bca03387feede060372,Player_60372,daily,time,1756037304
65a96bca03387feede060372,Player_60372,medium,time,1756056864
662e78911a6f5d6f0a092a42,Player_jazzra,medium,time,1756066829
662e78911a6f5d6f0a092a42,Player_jazzra,big,time,1756134580
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1756046699
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1756049149
684ab65e50dede675c095f3d,Player_95f3d,medium,time,1756103035
65be0b427eadde4a9d04726b,NotSullivan,daily,time,1756057580
65be0b427eadde4a9d04726b,NotSullivan,small,time,1756153497
666e611d56a42bf1ef02b667,thechamber,daily,time,1756062560
68a61a58fe8a975fd401d642,Player_1d642,daily,time,1756063592
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1756065420
662e78911a6f5d6f0a092a42,Player_jazzra,small,time,1756144486
646d39a1c741ef51e4078554,deekep,daily,time,1756067284
646b4214c741ef51e4078553,Tigermetal,daily,time,1756068033
646b4214c741ef51e4078553,Tigermetal,big,time,1756235593
65a1710e3e8abf0ee9065ae2,tommaooo,small,gems,1756076190
65a1710e3e8abf0ee9065ae2,tommaooo,small,time,1756207826
65a1710e3e8abf0ee9065ae2,tommaooo,small,gems,1756207846
65a1710e3e8abf0ee9065ae2,tommaooo,daily,time,1756077174
647a3c77c741ef51e4078558,bruzie,daily,time,1756077567
65a1710e3e8abf0ee9065ae2,tommaooo,medium,time,1756215358
647a3c77c741ef51e4078558,bruzie,small,time,1756164181
680fbc307e4fa212a0092782,JimmyBrown,daily,time,1756085012
65cabb1eddeb64d7560010fb,wiffle,daily,time,1756094468
647a3c77c741ef51e4078558,bruzie,big,time,1756761853
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1756103030
684ab65e50dede675c095f3d,Player_95f3d,big,time,1756402159
68905f1c825193b5220f0502,Davehilson,daily,time,1756112711
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1756196448
68ac43e6deedecd1da04d2f8,Player_4d2f8,daily,time,1756133637
68ac43e6deedecd1da04d2f8,Player_4d2f8,small,time,1756148289
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1756123568
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1756123573
689b2f389ad7f39084065784,Cruzjo,daily,time,1756129265
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1756134589
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1756136690
684ab65e50dede675c095f3d,Player_95f3d,medium,time,1756448000
64c3a1bad58820db16096802,TomPhilip,daily,time,1756140575
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1756141959
